# dep_rate . % Ar . % N . Bp . Pressure . Power 
1.05;20;0;5.5;0.000000036;70
1.09;19.5;0.5;5.5;0.0000000177;70
0.86;19;1;5.5;0.000000047;70
0.75;18.5;1.5;5.5;0.000000077;70
0.67;18;2;5.5;0.000000177;70
0.66;17.5;2.5;5.5;0.00000017;70
