# 4pts measurement, sourcing 50 µA
# index	time	T_plat(K)	T_samp(K)	V(V)
222	255.063	6.143	6.189	1.467423e-05
223	256.208	6.143	6.189	1.420006e-05
224	257.356	6.164	6.198	1.50773e-05
225	258.503	6.164	6.198	1.486391e-05
226	259.671	6.179	6.21	1.558701e-05
227	260.811	6.179	6.21	1.441345e-05
228	261.959	6.202	6.233	1.485203e-05
229	263.102	6.202	6.233	1.478094e-05
230	264.254	6.229	6.261	1.474541e-05
231	265.399	6.229	6.261	1.453197e-05
232	266.552	6.25	6.284	1.463867e-05
233	267.694	6.25	6.284	1.433051e-05
234	268.836	6.261	6.297	1.505354e-05
235	269.974	6.261	6.297	1.431866e-05
236	271.116	6.275	6.307	1.434236e-05
237	272.26	6.275	6.307	1.417637e-05
238	273.405	6.296	6.326	1.466242e-05
239	274.571	6.296	6.326	1.466242e-05
240	275.714	6.323	6.354	1.476908e-05
241	276.858	6.323	6.354	1.482836e-05
242	277.999	6.347	6.38	1.45794e-05
243	279.14	6.347	6.38	1.393927e-05
244	280.285	6.363	6.397	1.48402e-05
245	281.434	6.363	6.397	1.486394e-05
246	282.591	6.377	6.409	1.48639e-05
247	283.735	6.377	6.409	1.466239e-05
248	284.877	6.395	6.424	1.438972e-05
249	286.022	6.395	6.424	1.4686e-05
250	287.167	6.418	6.448	1.498244e-05
251	288.31	6.418	6.448	1.504173e-05
252	289.457	6.444	6.475	1.481648e-05
253	290.599	6.444	6.475	1.475722e-05
254	291.741	6.46	6.495	1.502984e-05
255	292.883	6.46	6.495	1.544472e-05
256	294.029	6.487	6.508	1.450819e-05
257	295.175	6.487	6.508	1.478092e-05
258	296.322	6.51	6.524	1.478094e-05
259	297.477	6.51	6.524	1.521948e-05
260	298.621	6.525	6.549	1.504165e-05
261	299.762	6.525	6.549	1.50773e-05
262	300.91	6.539	6.578	1.524319e-05
263	302.057	6.539	6.578	1.565807e-05
264	303.199	6.562	6.601	1.540916e-05
265	304.345	6.562	6.601	1.524322e-05
266	305.49	6.59	6.615	1.570546e-05
267	306.635	6.59	6.615	1.609668e-05
268	307.78	6.615	6.627	1.533802e-05
269	308.925	6.615	6.627	1.536172e-05
270	310.071	6.632	6.652	1.576478e-05
271	311.226	6.632	6.652	1.607301e-05
272	312.372	6.645	6.68	1.583587e-05
273	313.515	6.645	6.68	1.644047e-05
274	314.669	6.664	6.704	1.595444e-05
275	315.819	6.664	6.704	1.57648e-05
276	316.964	6.687	6.716	1.60374e-05
277	318.112	6.687	6.716	1.580033e-05
278	319.261	6.711	6.725	1.584776e-05
279	320.409	6.711	6.725	1.536177e-05
280	321.564	6.728	6.744	1.587144e-05
281	322.712	6.728	6.744	1.634561e-05
282	323.857	6.741	6.771	1.635747e-05
283	325.005	6.741	6.771	1.590705e-05
284	326.15	6.757	6.797	1.665384e-05
285	327.295	6.757	6.797	1.647603e-05
286	328.445	6.781	6.813	1.646414e-05
287	329.594	6.781	6.813	1.676052e-05
288	330.74	6.807	6.824	1.730577e-05
289	331.889	6.807	6.824	1.7531e-05
290	333.033	6.828	6.84	1.7614e-05
291	334.178	6.828	6.84	1.693829e-05
292	335.32	6.841	6.865	1.728207e-05
293	336.472	6.841	6.865	1.805256e-05
294	337.616	6.855	6.894	1.79933e-05
295	338.76	6.855	6.894	1.743618e-05
296	339.913	6.878	6.913	1.860971e-05
297	341.06	6.878	6.913	1.878756e-05
298	342.214	6.905	6.925	1.834886e-05
299	343.362	6.905	6.925	1.865708e-05
300	344.51	6.927	6.938	1.865713e-05
301	345.656	6.927	6.938	1.934467e-05
302	346.801	6.939	6.957	1.901275e-05
303	347.953	6.939	6.957	1.971209e-05
