# 2pts measurement, sourcing 1mA
# index	time	T_plat(K)	T_samp(K)	V(V)
0	0.178	3.152	3.216	0.007278988
1	1.382	3.152	3.216	0.007324481
2	2.523	3.147	3.221	0.007371065
3	3.767	3.153	3.225	0.00748215
4	4.917	3.153	3.225	0.007393985
5	6.063	3.213	3.264	0.00733432
6	7.208	3.213	3.264	0.00734417
7	8.354	3.304	3.339	0.007233929
8	9.497	3.304	3.339	0.007277043
9	10.646	3.408	3.45	0.007194727
10	11.789	3.408	3.45	0.006948115
11	12.946	3.547	3.58	0.0068636
12	14.095	3.547	3.58	0.006905354
13	15.288	3.718	3.749	0.00677942
14	16.433	3.718	3.749	0.006714248
15	17.579	3.901	3.92	0.006659859
16	18.72	3.901	3.92	0.006670208
17	19.861	4.093	4.099	0.006669521
18	20.999	4.093	4.099	0.006742671
19	22.135	4.281	4.285	0.006849853
20	23.278	4.281	4.285	0.007026027
21	24.423	4.469	4.482	0.007166639
22	25.564	4.469	4.482	0.007254134
23	26.704	4.652	4.678	0.007332457
24	27.848	4.652	4.678	0.006880492
25	28.989	4.834	4.845	0.006715013
26	30.134	4.834	4.845	0.006592306
27	31.285	5.037	5.031	0.006519495
28	32.433	5.037	5.031	0.006421398
29	33.583	5.191	5.131	0.006256597
30	34.732	5.191	5.131	0.006192191
31	35.889	5.371	5.27	0.006174954
32	37.034	5.371	5.27	0.006151199
33	38.178	5.538	5.52	0.006127359
34	39.321	5.538	5.52	0.006141869
35	40.47	5.698	5.583	0.006187947
36	41.612	5.698	5.583	0.006234364
37	42.755	5.883	5.849	0.006217729
38	43.899	5.883	5.849	0.006232493
39	45.096	6.076	6.046	0.006205082
40	46.239	6.076	6.046	0.006165201
41	47.385	6.276	6.146	0.006164521
42	48.531	6.276	6.146	0.006178271
43	49.674	6.487	6.44	0.006061506
44	50.821	6.487	6.44	0.006042499
45	51.973	6.7	6.655	0.006052166
46	53.126	6.7	6.655	0.006036813
47	54.274	6.89	6.857	0.006015342
48	55.423	6.89	6.857	0.006064224
49	56.571	7.066	6.939	0.006132956
50	57.719	7.066	6.939	0.006184462
51	58.874	7.287	7.226	0.006169192
52	60.025	7.287	7.226	0.006045547
53	61.18	7.446	7.436	0.005943461
54	62.324	7.446	7.436	0.005912747
55	63.472	7.601	7.582	0.005932515
56	64.622	7.601	7.582	0.005903239
57	65.772	7.721	7.705	0.005917751
58	66.916	7.721	7.705	0.00592615
59	68.061	7.82	7.819	0.005867852
60	69.209	7.82	7.819	0.005782227
61	70.355	7.932	7.92	0.005805822
62	71.503	7.932	7.92	0.005792329
63	72.647	8.025	8.01	0.005761014
64	73.8	8.025	8.01	0.005763131
65	74.948	8.107	8.096	0.005786471
66	76.101	8.107	8.096	0.005841718
67	77.249	8.166	8.168	0.005897296
68	78.402	8.166	8.168	0.005949908
69	79.548	8.208	8.22	0.005982076
70	80.698	8.208	8.22	0.005981825
71	81.851	8.263	8.281	0.005993105
72	82.999	8.263	8.281	0.006005412
73	84.149	8.287	8.275	0.006006172
74	85.298	8.287	8.275	0.006006172
75	86.446	8.3	8.325	0.006015167
76	87.59	8.3	8.325	0.006034856
77	88.734	8.314	8.331	0.006064987
78	89.88	8.314	8.331	0.006087978
79	91.026	8.336	8.35	0.00603011
80	92.171	8.336	8.35	0.005981057
81	93.316	8.362	8.378	0.005835351
82	94.461	8.362	8.378	0.00574743
83	95.608	8.376	8.37	0.005696438
84	96.756	8.376	8.37	0.005678698
85	97.907	8.38	8.406	0.005659264
86	99.054	8.38	8.406	0.005681066
87	100.21	8.385	8.407	0.005704577
88	101.362	8.385	8.407	0.005742598
89	102.513	8.404	8.419	0.005788676
90	103.656	8.404	8.419	0.005868272
91	104.803	8.427	8.442	0.005924877
92	105.946	8.427	8.442	0.005949238
93	107.092	8.447	8.469	0.005964515
94	108.239	8.447	8.469	0.005946937
95	109.385	8.457	8.453	0.005887623
96	110.532	8.457	8.453	0.005895092
