# 2pts measurement, sourcing 1mA
# index	time	T_plat(K)	T_samp(K)	V(V)
0	0.113	3.763	3.852	0.002913486
1	1.27	3.763	3.852	0.002912893
2	2.422	3.769	3.857	0.002914337
3	3.578	3.769	3.857	0.002915696
4	4.724	3.772	3.863	0.002914252
5	5.87	3.772	3.863	0.002913399
6	7.014	3.767	3.861	0.002913827
7	8.16	3.767	3.861	0.00291357
8	9.302	3.761	3.854	0.002914675
9	10.449	3.761	3.854	0.002913659
10	11.599	3.763	3.851	0.002915016
11	12.745	3.763	3.851	0.002913994
12	13.892	3.803	3.898	0.002913574
13	15.037	3.803	3.898	0.002913317
14	16.182	3.888	3.973	0.002914589
15	17.335	3.888	3.973	0.002913402
16	18.479	4.007	4.09	0.002913403
17	19.647	4.007	4.09	0.002914079
18	20.791	4.148	4.227	0.002912979
19	21.941	4.148	4.227	0.002915441
20	23.088	4.278	4.356	0.002913825
21	24.234	4.278	4.356	0.002913573
22	25.377	4.444	4.521	0.002913571
23	26.522	4.444	4.521	0.002913909
24	27.666	4.628	4.698	0.002913316
25	28.809	4.628	4.698	0.002912638
26	29.956	4.822	4.887	0.002913573
27	31.105	4.822	4.887	0.002913572
28	32.256	5.023	5.083	0.002912295
29	33.43	5.023	5.083	0.002912808
30	34.6	5.216	5.273	0.002913061
31	35.77	5.216	5.273	0.002912808
32	36.94	5.397	5.453	0.002913317
33	38.11	5.397	5.453	0.002912214
34	39.283	5.576	5.628	0.002912469
35	40.45	5.576	5.628	0.002911621
36	41.622	5.716	5.764	0.00291459
37	42.872	5.716	5.764	0.002911024
38	44.041	5.865	5.913	0.002913402
39	45.291	6.014	5.986	0.00291281
40	46.451	6.014	5.986	0.002910177
41	47.621	6.187	6.136	0.00291026
42	48.776	6.187	6.136	0.002914082
43	49.941	6.345	6.392	0.002912043
44	51.101	6.345	6.392	0.002911367
45	52.261	6.501	6.478	0.00291145
46	53.421	6.501	6.478	0.002911279
47	54.581	6.687	6.725	0.002911109
48	55.751	6.687	6.725	0.002911279
49	56.912	6.857	6.895	0.002910855
50	58.072	6.857	6.895	0.002910855
51	59.232	7.039	6.971	0.00291179
52	60.392	7.039	6.971	0.002910261
53	61.562	7.23	7.271	0.002911109
54	62.732	7.23	7.271	0.002909413
55	63.892	7.414	7.451	0.002910177
56	65.062	7.414	7.451	0.002911958
57	66.232	7.586	7.616	0.002911705
58	67.392	7.586	7.616	0.002911111
59	68.572	7.743	7.709	0.002911194
60	69.743	7.743	7.709	0.002912129
61	70.913	7.85	7.885	0.002911872
62	72.083	7.85	7.885	0.002913572
63	73.253	7.948	7.987	0.002912638
64	74.423	7.948	7.987	0.002913316
65	75.583	8.043	8.054	0.002913061
66	76.753	8.043	8.054	0.002913656
67	77.913	8.111	8.111	0.002914165
68	79.073	8.111	8.111	0.002917136
69	80.243	8.159	8.167	0.00291493
70	81.414	8.159	8.167	0.002918494
71	82.574	8.194	8.237	0.002919681
72	83.724	8.194	8.237	0.002917729
73	84.884	8.245	8.283	0.002921887
74	86.054	8.245	8.283	0.002921634
75	87.214	8.278	8.307	0.002921206
76	88.375	8.278	8.307	0.002923499
77	89.534	8.312	8.321	0.00292503
78	90.694	8.312	8.321	0.002924178
79	91.855	8.331	8.343	0.00293012
80	93.004	8.331	8.343	0.002925281
81	94.175	8.341	8.374	0.002935212
82	95.335	8.341	8.374	0.002928083
83	96.495	8.358	8.409	0.002931648
84	97.655	8.358	8.409	0.002933681
85	98.815	8.385	8.427	0.002933176
86	99.975	8.385	8.427	0.002934194
87	101.135	8.412	8.428	0.002939285
88	102.305	8.412	8.428	0.002934615
89	103.475	8.425	8.434	0.002942423
90	104.645	8.425	8.434	0.002938011
91	105.816	8.427	8.455	0.002936145
92	106.986	8.427	8.455	0.002946327
93	108.156	8.434	8.484	0.002940983
94	109.456	8.434	8.484	0.002947094
95	110.636	8.457	8.47	0.002949383
96	111.826	8.485	8.508	0.0029504
97	112.986	8.485	8.508	0.002950404
98	114.146	8.501	8.51	0.002957952
99	115.306	8.501	8.51	0.002951504
100	116.476	8.508	8.525	0.002955576
101	117.636	8.508	8.525	0.002967629
102	118.796	8.51	8.553	0.002951503
103	119.957	8.51	8.553	0.002966778
104	121.117	8.544	8.577	0.00296661
105	122.277	8.544	8.577	0.002970429
106	123.449	8.55	8.588	0.002986126
107	124.607	8.55	8.588	0.002973144
108	125.777	8.563	8.591	0.002983582
109	126.947	8.563	8.591	0.003007598
110	128.127	8.588	8.622	0.002981544
111	129.297	8.588	8.622	0.003003438
112	130.457	8.614	8.633	0.003023553
113	131.627	8.614	8.633	0.002998604
114	132.8	8.631	8.66	0.003030767
115	133.968	8.631	8.66	0.003029067
116	135.138	8.636	8.674	0.003027879
117	136.308	8.636	8.674	0.003075658
118	137.478	8.644	8.676	0.003040016
119	138.648	8.644	8.676	0.003058939
120	139.828	8.667	8.686	0.003121736
121	140.998	8.667	8.686	0.00306191
122	142.168	8.697	8.713	0.003115541
123	143.328	8.697	8.713	0.003178
124	144.498	8.696	8.745	0.003114013
125	145.659	8.696	8.745	0.003197434
126	146.819	8.728	8.765	0.003197771
127	147.979	8.728	8.765	0.003182666
128	149.139	8.733	8.754	0.003320651
129	150.299	8.733	8.754	0.003206429
130	151.459	8.753	8.774	0.00331505
131	152.629	8.753	8.774	0.003426134
132	153.799	8.782	8.797	0.00330733
133	154.96	8.782	8.797	0.003474592
134	156.121	8.811	8.832	0.003499201
135	157.29	8.811	8.832	0.003459655
136	158.45	8.824	8.832	0.003715602
137	159.62	8.824	8.832	0.003541126
138	160.79	8.83	8.843	0.003692263
139	161.95	8.83	8.843	0.003994965
140	163.13	8.847	8.873	0.00368768
141	164.3	8.847	8.873	0.004011003
142	165.47	8.877	8.905	0.004247006
143	166.718	8.877	8.905	0.003945404
144	167.89	8.904	8.921	0.004315068
145	169.2	8.913	8.939	0.004699402
146	170.37	8.913	8.939	0.004494208
147	171.541	8.945	8.97	0.004636181
148	172.711	8.945	8.97	0.005251431
149	173.891	8.97	9.003	0.004743617
150	175.061	8.97	9.003	0.005232085
151	176.231	8.985	9.024	0.005894601
152	177.401	8.985	9.024	0.005186853
153	178.581	8.992	9.029	0.005919124
154	179.741	8.992	9.029	0.006417513
155	180.901	9.012	9.039	0.005805917
156	182.061	9.012	9.039	0.006857438
157	183.221	9.041	9.065	0.006566703
158	184.382	9.041	9.065	0.00680695
159	185.543	9.068	9.097	0.008003241
160	186.702	9.068	9.097	0.006886039
161	187.862	9.083	9.12	0.008028367
162	189.023	9.083	9.12	0.008843122
163	190.212	9.089	9.127	0.00774077
164	191.372	9.089	9.127	0.009421373
165	192.532	9.103	9.133	0.009462278
166	193.712	9.103	9.133	0.009333121
167	194.882	9.131	9.155	0.01159383
168	196.052	9.131	9.155	0.01009289
169	197.223	9.159	9.186	0.01130853
170	198.393	9.159	9.186	0.01399119
171	199.563	9.179	9.214	0.01123572
172	200.733	9.179	9.214	0.01403378
173	201.903	9.186	9.225	0.01649588
174	203.073	9.186	9.225	0.01329853
175	204.243	9.196	9.229	0.01786258
176	205.413	9.196	9.229	0.018746
177	206.583	9.22	9.244	0.01735519
178	207.753	9.22	9.244	0.0296656
179	208.924	9.253	9.277	0.02247923
180	210.094	9.253	9.277	0.02862944
181	211.264	9.277	9.31	0.06889572
182	212.424	9.277	9.31	0.03070304
183	213.584	9.289	9.328	0.07355264
184	214.744	9.289	9.328	0.1365779
185	215.904	9.299	9.334	0.06201369
186	217.084	9.299	9.334	0.1815047
187	218.384	9.318	9.344	0.24811
188	219.796	9.347	9.371	0.2888684
189	221.164	9.347	9.371	0.3083628
190	222.324	9.375	9.405	0.2353981
191	223.485	9.375	9.405	0.3608442
192	224.645	9.39	9.428	0.3359096
193	225.805	9.39	9.428	0.3602314
194	226.975	9.417	9.437	0.4321474
195	228.145	9.417	9.437	0.3679462
196	229.315	9.417	9.445	0.4327485
197	230.485	9.417	9.445	0.4658633
198	231.655	9.442	9.465	0.4123255
199	232.825	9.442	9.465	0.4703835
200	233.995	9.449	9.492	0.4806108
201	235.166	9.449	9.492	0.4599802
202	236.336	9.469	9.515	0.5064252
203	237.506	9.469	9.515	0.4931411
204	238.676	9.499	9.525	0.5026185
205	239.846	9.499	9.525	0.5340014
206	241.016	9.521	9.531	0.5078457
207	242.186	9.521	9.531	0.5337503
208	243.356	9.532	9.549	0.5533795
209	244.526	9.532	9.549	0.5312431
210	245.696	9.543	9.58	0.5574949
211	246.856	9.543	9.58	0.5654695
212	248.027	9.563	9.609	0.5539553
213	249.187	9.563	9.609	0.5759394
214	250.347	9.59	9.623	0.5693493
215	251.597	9.59	9.623	0.5756182
216	252.757	9.617	9.629	0.589078
217	253.987	9.632	9.644	0.5913675
218	255.147	9.632	9.644	0.5860989
219	256.308	9.644	9.675	0.602072
220	257.467	9.644	9.675	0.594574
221	258.637	9.662	9.709	0.6024148
222	259.798	9.662	9.709	0.6128679
223	260.968	9.692	9.731	0.6016058
224	262.128	9.692	9.731	0.613719
225	263.288	9.721	9.737	0.6178201
226	264.458	9.721	9.737	0.6122277
227	265.618	9.74	9.746	0.6232602
228	266.788	9.74	9.746	0.6193722
229	267.958	9.747	9.771	0.6220977
230	269.128	9.747	9.771	0.631104
231	270.298	9.759	9.806	0.6228031
232	271.468	9.759	9.806	0.6300807
233	272.648	9.787	9.833	0.6359648
234	273.819	9.787	9.833	0.6280763
235	274.989	9.801	9.842	0.6370741
236	276.159	9.801	9.842	0.6394512
237	277.329	9.844	9.846	0.6345035
238	278.499	9.844	9.846	0.642618
239	279.669	9.851	9.865	0.6404662
240	280.839	9.851	9.865	0.6404371
241	282.009	9.887	9.9	0.6472266
242	283.169	9.887	9.9	0.6416151
243	284.329	9.901	9.933	0.6462381
244	285.489	9.901	9.933	0.6498609
245	286.65	9.905	9.946	0.6439866
246	287.81	9.905	9.946	0.6503458
247	288.972	9.921	9.949	0.6504837
248	290.13	9.921	9.949	0.6491218
249	291.29	9.953	9.963	0.6544816
250	292.45	9.953	9.963	0.6498939
251	293.62	9.984	9.993	0.6534177
252	294.78	9.984	9.993	0.6566415
253	295.94	10.002	10.029	0.6519389
254	297.11	10.002	10.029	0.6571348
255	298.28	10.006	10.048	0.6576286
256	299.451	10.006	10.048	0.6553688
257	300.611	10.015	10.049	0.6597667
258	301.781	10.015	10.049	0.6582131
259	302.951	10.041	10.055	0.6591186
260	304.121	10.041	10.055	0.6625622
261	305.291	10.078	10.083	0.6588233
262	306.461	10.078	10.083	0.6619897
263	307.631	10.103	10.123	0.6640601
264	308.801	10.103	10.123	0.6605857
265	309.971	10.107	10.148	0.6638765
266	311.212	10.107	10.148	0.6644146
267	312.382	10.107	10.148	0.6617949
268	313.622	10.126	10.144	0.6644071
269	314.792	10.126	10.144	0.6667677
270	316.242	10.163	10.167	0.6672963
271	317.402	10.163	10.167	0.6641111
272	318.572	10.195	10.206	0.667024
273	319.742	10.195	10.206	0.6686023
274	320.912	10.209	10.243	0.666194
275	322.072	10.209	10.243	0.6692607
276	323.242	10.211	10.252	0.6689965
277	324.403	10.211	10.252	0.6687326
278	325.563	10.228	10.252	0.671016
279	326.723	10.228	10.252	0.6687477
280	327.883	10.263	10.268	0.6711531
281	329.043	10.263	10.268	0.6724595
282	330.203	10.3	10.306	0.6701571
283	331.363	10.3	10.306	0.6727772
284	332.533	10.32	10.347	0.6723507
285	333.703	10.32	10.347	0.6721091
286	334.873	10.325	10.366	0.6747591
287	336.043	10.325	10.366	0.6728687
288	337.213	10.341	10.37	0.6742761
289	338.384	10.341	10.37	0.6759418
290	339.554	10.386	10.429	0.673991
291	340.724	10.386	10.429	0.676071
292	341.894	10.394	10.432	0.6768239
293	343.064	10.394	10.432	0.6753892
294	344.234	10.418	10.44	0.6776134
