# 2pts measurement, sourcing 1mA
# index	time	T_plat(K)	T_samp(K)	V(V)
0	0.113	3.881	3.963	0.05006454
1	1.262	3.881	3.963	0.04991822
2	2.414	3.831	3.908	0.04984537
3	3.561	3.831	3.908	0.04978035
4	4.708	3.776	3.865	0.04971128
5	5.863	3.776	3.865	0.04967751
6	7.009	3.723	3.826	0.04959713
7	8.427	3.723	3.826	0.04953356
8	9.574	3.684	3.785	0.0495045
9	10.722	3.684	3.785	0.04954306
10	11.874	3.668	3.751	0.04953423
11	13.018	3.668	3.751	0.04965921
12	14.161	3.736	3.794	0.04974532
13	15.304	3.736	3.794	0.04981694
14	16.45	3.815	3.871	0.05000558
15	17.594	3.815	3.871	0.05020043
16	18.74	3.943	3.974	0.05045183
17	19.887	3.943	3.974	0.05067319
18	21.029	4.067	4.104	0.0509095
19	22.177	4.067	4.104	0.0513187
20	23.33	4.23	4.247	0.05159064
21	24.475	4.23	4.247	0.05191805
22	25.623	4.39	4.417	0.05222084
23	26.778	4.39	4.417	0.05240192
24	27.939	4.582	4.594	0.05271863
25	29.089	4.582	4.594	0.05293159
26	30.24	4.776	4.771	0.05330197
27	31.405	4.776	4.771	0.05365314
28	32.55	4.935	4.973	0.05389591
29	33.694	4.935	4.973	0.05428718
30	34.837	5.15	5.154	0.05454274
31	35.981	5.15	5.154	0.05491156
32	37.129	5.329	5.318	0.05532849
33	38.282	5.329	5.318	0.0557062
34	39.435	5.503	5.507	0.05660574
35	40.586	5.503	5.507	0.0577858
36	41.734	5.647	5.669	0.05923016
37	42.887	5.647	5.669	0.05982677
38	44.042	5.793	5.826	0.06018224
39	45.183	5.793	5.826	0.06071646
40	46.324	5.982	5.981	0.06125019
41	47.47	5.982	5.981	0.06169311
42	48.626	6.128	6.127	0.06247037
43	49.774	6.128	6.127	0.06331901
44	50.925	6.286	6.284	0.06563417
45	52.081	6.286	6.284	0.06700207
46	53.23	6.477	6.46	0.06863388
47	54.392	6.477	6.46	0.06990281
48	55.547	6.632	6.643	0.07056316
49	56.696	6.632	6.643	0.0725617
50	57.837	6.828	6.813	0.07394262
51	58.979	6.828	6.813	0.07476139
52	60.125	6.976	6.965	0.07619654
53	61.275	6.976	6.965	0.07680758
54	62.42	7.113	7.106	0.07797429
55	63.571	7.113	7.106	0.07961763
56	64.724	7.291	7.328	0.08027017
57	65.881	7.291	7.328	0.08186103
58	67.032	7.414	7.45	0.08237055
59	68.183	7.414	7.45	0.08356293
60	69.336	7.519	7.51	0.08505622
61	70.489	7.519	7.51	0.0852948
62	71.643	7.636	7.661	0.08674967
63	72.808	7.636	7.661	0.08769835
64	73.959	7.75	7.777	0.08822386
65	75.108	7.75	7.777	0.08985368
66	76.26	7.839	7.873	0.08998123
67	77.412	7.839	7.873	0.09162988
68	78.556	7.924	7.96	0.09305944
69	79.703	7.924	7.96	0.09353948
70	80.843	8.011	8.004	0.09585607
71	81.983	8.011	8.004	0.09574349
72	83.129	8.099	8.123	0.09776937
73	84.281	8.099	8.123	0.09958927
74	85.422	8.181	8.205	0.09941627
75	86.567	8.181	8.205	0.1028859
76	87.705	8.253	8.282	0.1023429
77	88.849	8.253	8.282	0.106115
78	89.995	8.313	8.349	0.1099915
79	91.141	8.313	8.349	0.1104948
80	92.286	8.369	8.403	0.1236878
81	93.432	8.369	8.403	0.1269361
82	94.579	8.471	8.464	0.1504813
83	95.717	8.471	8.464	0.1891021
84	96.868	8.571	8.592	0.196032
85	98.157	8.571	8.592	0.3004877
86	99.3	8.67	8.694	0.4693466
87	100.442	8.67	8.694	0.4699477
88	101.58	8.755	8.788	0.7355671
89	102.726	8.755	8.788	0.7758427
90	103.873	8.834	8.87	0.9835701
91	105.021	8.834	8.87	1.155904
92	106.166	8.936	8.87	1.168271
93	107.314	8.936	8.87	1.320674
94	108.459	9.038	9.035	1.361967
95	109.61	9.038	9.035	1.452216
96	110.758	9.171	9.194	1.535972
97	111.906	9.171	9.194	1.545837
98	113.055	9.3	9.257	1.614085
99	114.207	9.3	9.257	1.64438
100	115.359	9.452	9.465	1.681609
101	116.508	9.452	9.465	1.724501
102	117.666	9.634	9.62	1.738934
103	118.813	9.634	9.62	1.769568
104	119.957	9.815	9.727	1.788031
105	121.103	9.815	9.727	1.80495
106	122.256	10.015	10.003	1.826351
107	123.406	10.015	10.003	1.831833
108	124.553	10.232	10.245	1.850186
109	125.707	10.232	10.245	1.86085
110	126.857	10.504	10.514	1.86549
111	128.003	10.504	10.514	1.876066
112	129.151	10.724	10.592	1.878325
113	130.299	10.724	10.592	1.887091
114	131.451	10.956	10.915	1.892722
115	132.605	10.956	10.915	1.89586
116	133.756	11.176	11.143	1.902923
117	134.907	11.176	11.143	1.903733
118	136.056	11.382	11.385	1.908188
119	137.217	11.382	11.385	1.912367
120	138.365	11.605	11.616	1.91365
121	139.598	11.605	11.616	1.918519
