# 2pts measurement, sourcing 1mA
# index	time	T_plat(K)	T_samp(K)	V(V)
0	0.185	4.028	4.112	0.009056802
1	1.338	4.028	4.112	0.009216169
2	2.493	4.003	4.104	0.008975766
3	3.647	4.003	4.104	0.007059156
4	4.797	3.984	4.065	0.007719035
5	5.938	3.984	4.065	0.006158768
6	7.078	3.972	4.054	0.006115152
7	8.225	3.972	4.054	0.006194326
8	9.37	3.945	4.044	0.004969773
9	10.518	3.945	4.044	0.005477833
10	11.671	3.935	4.023	0.004713063
11	12.818	3.935	4.023	0.004667409
12	13.962	3.922	4.005	0.004782735
13	15.103	3.922	4.005	0.004329572
14	16.248	3.918	3.991	0.00453562
15	17.578	3.918	3.991	0.004489197
16	18.72	3.904	3.986	0.004161799
17	19.876	3.904	3.986	0.004237671
18	21.021	3.887	3.984	0.004198375
19	22.172	3.887	3.984	0.004121491
20	23.324	3.886	3.967	0.004181064
21	24.556	3.871	3.96	0.004117161
22	25.703	3.871	3.96	0.004097137
23	26.852	3.861	3.947	0.004130067
24	28.013	3.861	3.947	0.004056993
25	29.159	3.86	3.943	0.004077877
26	30.306	3.86	3.943	0.004074308
27	31.453	3.86	3.944	0.00404571
28	32.604	3.86	3.944	0.004077366
29	33.776	3.854	3.942	0.00403281
30	34.923	3.854	3.942	0.004037053
31	36.069	3.838	3.928	0.004049615
32	37.217	3.838	3.928	0.004004295
33	38.368	3.819	3.91	0.004020505
34	39.517	3.819	3.91	0.003993434
35	40.669	3.81	3.897	0.003986139
36	41.814	3.81	3.897	0.003996828
37	42.962	3.805	3.891	0.003968909
38	44.103	3.805	3.891	0.003983165
39	45.244	3.797	3.887	0.003964498
40	46.404	3.797	3.887	0.00396365
41	47.549	3.779	3.873	0.003969502
42	48.692	3.779	3.873	0.003945317
43	49.833	3.761	3.854	0.003951002
44	50.979	3.761	3.854	0.003946251
45	52.123	3.751	3.859	0.003940735
46	53.268	3.751	3.859	0.003945654
47	54.424	3.745	3.834	0.003928767
48	55.568	3.745	3.834	0.003936156
49	56.713	3.739	3.83	0.003930556
50	57.863	3.739	3.83	0.003926226
51	59.008	3.726	3.821	0.003930131
52	60.154	3.726	3.821	0.003917143
53	61.297	3.711	3.806	0.003921559
54	62.446	3.711	3.806	0.00392037
55	63.589	3.702	3.794	0.003914009
56	64.739	3.702	3.794	0.00391833
57	65.886	3.701	3.791	0.003909338
58	67.038	3.701	3.791	0.00391409
59	68.187	3.701	3.792	0.003916806
60	69.334	3.701	3.792	0.00390747
61	70.484	3.695	3.779	0.003913412
62	71.629	3.695	3.779	0.003907725
63	72.773	3.688	3.779	0.003906535
64	73.917	3.688	3.779	0.003912392
65	75.067	3.687	3.779	0.003902548
66	76.215	3.687	3.779	0.003908573
67	77.364	3.679	3.771	0.003905348
68	78.51	3.679	3.771	0.003904245
69	79.664	3.67	3.762	0.003908741
70	80.813	3.67	3.762	0.003899918
71	81.961	3.673	3.764	0.003906875
72	83.108	3.673	3.764	0.003905263
73	84.255	3.684	3.775	0.003902717
74	85.402	3.684	3.775	0.003911455
75	86.547	3.702	3.792	0.003906283
76	87.692	3.702	3.792	0.003916126
77	88.84	3.713	3.803	0.003919605
78	89.993	3.713	3.803	0.003921299
79	91.142	3.727	3.816	0.00393734
80	92.288	3.727	3.816	0.003928684
81	93.433	3.741	3.828	0.003938274
82	94.582	3.741	3.828	0.003945573
83	95.729	3.76	3.847	0.003940903
84	96.887	3.76	3.847	0.003964242
85	98.043	3.787	3.873	0.003953802
86	99.263	3.787	3.873	0.003973749
87	100.435	3.809	3.895	0.003998273
88	101.585	3.809	3.895	0.003987834
89	102.745	3.824	3.91	0.004019488
90	103.893	3.824	3.91	0.004046474
91	105.038	3.849	3.925	0.004038664
92	106.183	3.849	3.925	0.004101544
93	107.334	3.864	3.946	0.004083815
94	108.479	3.864	3.946	0.004149411
95	109.641	3.891	3.973	0.004345613
96	110.786	3.891	3.973	0.004237243
97	111.935	3.915	3.998	0.004687177
98	113.082	3.915	3.998	0.004668257
99	114.23	3.931	4.014	0.004986911
100	115.377	3.931	4.014	0.006069408
101	116.528	3.946	4.027	0.005663937
102	117.679	3.946	4.027	0.006863718
103	118.834	3.966	4.046	0.007253144
104	119.978	3.966	4.046	0.007510369
105	121.132	3.99	4.071	0.00936476
106	122.285	3.99	4.071	0.008534304
107	123.431	4.015	4.097	0.01034016
108	124.588	4.015	4.097	0.01162099
109	125.744	4.033	4.114	0.01122758
110	126.899	4.033	4.114	0.01336482
111	128.051	4.058	4.126	0.01281134
112	129.201	4.058	4.126	0.0141272
113	130.348	4.078	4.143	0.01621057
114	131.499	4.078	4.143	0.01501953
115	132.655	4.09	4.166	0.01759406
116	133.807	4.09	4.166	0.01758577
117	134.957	4.101	4.188	0.01857685
118	136.102	4.101	4.188	0.02153743
119	137.249	4.124	4.207	0.02006049
120	138.392	4.124	4.207	0.02367647
121	139.539	4.151	4.22	0.02465696
122	140.681	4.151	4.22	0.02559711
123	141.827	4.175	4.235	0.03030383
124	142.966	4.175	4.235	0.02789927
125	144.11	4.19	4.259	0.03524237
126	145.253	4.19	4.259	0.03992612
127	146.536	4.204	4.286	0.3417493
128	147.683	4.204	4.286	0.354595
129	148.859	4.226	4.31	0.3591094
130	150.004	4.226	4.31	0.3581338
131	151.157	4.252	4.325	0.3656877
132	152.306	4.252	4.325	0.3631013
133	153.455	4.276	4.337	0.3676893
134	154.603	4.276	4.337	0.3709998
135	155.75	4.292	4.359	0.3695601
136	156.914	4.292	4.359	0.3739012
137	158.065	4.305	4.385	0.3733011
138	159.215	4.305	4.385	0.3750979
139	160.367	4.323	4.409	0.3777941
140	161.527	4.323	4.409	0.3763485
141	162.674	4.346	4.423	0.3787856
142	163.823	4.346	4.423	0.3792322
143	164.971	4.368	4.43	0.3795864
144	166.118	4.368	4.43	0.3817649
145	167.265	4.386	4.449	0.3807505
146	168.423	4.386	4.449	0.3826606
147	169.573	4.4	4.476	0.3836149
148	170.728	4.4	4.476	0.3834383
149	171.882	4.417	4.503	0.3851543
150	173.035	4.417	4.503	0.384692
151	174.194	4.441	4.52	0.3857361
152	175.342	4.441	4.52	0.3869044
153	176.491	4.468	4.533	0.3863687
154	177.643	4.468	4.533	0.3876869
155	178.794	4.49	4.549	0.3877381
156	179.944	4.49	4.549	0.3881477
157	181.096	4.505	4.575	0.389206
158	182.249	4.505	4.575	0.388693
159	183.406	4.536	4.602	0.3897438
160	184.554	4.536	4.602	0.3901882
161	185.699	4.554	4.624	0.3901267
