3.851999999999999869e+00 2.913485999999999854e-03
3.851999999999999869e+00 2.912893000000000166e-03
3.857000000000000206e+00 2.914336999999999917e-03
3.857000000000000206e+00 2.915696000000000173e-03
3.862999999999999989e+00 2.914251999999999988e-03
3.862999999999999989e+00 2.913399000000000110e-03
3.861000000000000210e+00 2.913826999999999910e-03
3.861000000000000210e+00 2.913569999999999875e-03
3.854000000000000092e+00 2.914674999999999818e-03
3.854000000000000092e+00 2.913658999999999867e-03
3.850999999999999979e+00 2.915015999999999875e-03
3.850999999999999979e+00 2.913994000000000046e-03
3.898000000000000131e+00 2.913573999999999938e-03
3.898000000000000131e+00 2.913316999999999903e-03
3.972999999999999865e+00 2.914588999999999982e-03
3.972999999999999865e+00 2.913401999999999832e-03
4.089999999999999858e+00 2.913403000000000173e-03
4.089999999999999858e+00 2.914078999999999975e-03
4.227000000000000313e+00 2.912979000000000002e-03
4.227000000000000313e+00 2.915440999999999953e-03
4.355999999999999872e+00 2.913825000000000096e-03
4.355999999999999872e+00 2.913573000000000031e-03
4.520999999999999908e+00 2.913571000000000216e-03
4.520999999999999908e+00 2.913909000000000117e-03
4.698000000000000398e+00 2.913315999999999996e-03
4.698000000000000398e+00 2.912637999999999946e-03
4.886999999999999567e+00 2.913573000000000031e-03
4.886999999999999567e+00 2.913572000000000124e-03
5.083000000000000185e+00 2.912295000000000075e-03
5.083000000000000185e+00 2.912807999999999804e-03
5.272999999999999687e+00 2.913061000000000209e-03
5.272999999999999687e+00 2.912807999999999804e-03
5.453000000000000291e+00 2.913316999999999903e-03
5.453000000000000291e+00 2.912214000000000209e-03
5.628000000000000114e+00 2.912468999999999995e-03
5.628000000000000114e+00 2.911621000000000088e-03
5.764000000000000234e+00 2.914589999999999889e-03
5.764000000000000234e+00 2.911023999999999903e-03
5.913000000000000256e+00 2.913401999999999832e-03
5.985999999999999766e+00 2.912810000000000052e-03
5.985999999999999766e+00 2.910176999999999903e-03
6.136000000000000121e+00 2.910260000000000017e-03
6.136000000000000121e+00 2.914082000000000131e-03
6.392000000000000348e+00 2.912043000000000010e-03
6.392000000000000348e+00 2.911367000000000208e-03
6.477999999999999758e+00 2.911449999999999889e-03
6.477999999999999758e+00 2.911279000000000124e-03
6.724999999999999645e+00 2.911108999999999832e-03
6.724999999999999645e+00 2.911279000000000124e-03
6.894999999999999574e+00 2.910854999999999953e-03
6.894999999999999574e+00 2.910854999999999953e-03
6.971000000000000085e+00 2.911790000000000038e-03
6.971000000000000085e+00 2.910260999999999924e-03
7.270999999999999908e+00 2.911108999999999832e-03
7.270999999999999908e+00 2.909413000000000016e-03
7.450999999999999623e+00 2.910176999999999903e-03
7.450999999999999623e+00 2.911958000000000081e-03
7.615999999999999659e+00 2.911705000000000109e-03
7.615999999999999659e+00 2.911111000000000081e-03
7.708999999999999631e+00 2.911194000000000195e-03
7.708999999999999631e+00 2.912128999999999846e-03
7.884999999999999787e+00 2.911871999999999811e-03
7.884999999999999787e+00 2.913572000000000124e-03
